recipe_number,recipe_code,recipe_name,comment_id,user_id,user_name,user_reputation,created_at,reply_count,thumbs_up,thumbs_down,stars,best_score,text
42,10248,Garlic Beef Enchiladas,sp_aUSaElGf_10248_c_111887,u_1oKVa4zKCrIXGI8k9IYMCcq4GeX,scrambledwithcheese,1,2021-06-03 10:41:43,0,0,0,5,100,"Absolutely excellent! Everyone- even my picky eater- loved it. My only complaint is that it was way too salty and I did not even add all the salt called for and I also used low sodium beef broth. So my suggestion is to completely omit the salt. I also think this would be great with shredded chicken or beef, and with other things added to the filling like rice, beans or pickled jalapenos. I had enough filling for 13 of the 6 inch tacos. I bet you could also use corn tortillas instead of flour if you wish. Over all this was amazing and I will definitely make it again! I bet this would freeze well (if you freeze it before cooking)."
45,41384,Black Bean ‘n’ Pumpkin Chili,sp_aUSaElGf_41384_c_112040,u_1oKVavik8vTUTCdmk8Qmy0uiPM0,JJKJ2003,1,2021-06-03 10:41:43,0,0,0,5,100,"ABSOLUTELY LOVE THIS....I'M NOT A HUGE CHILI PERSON, BUT THIS IS SOOOOOO GOOD...COULDN'T GET ENOUGH OF IT....I DIDN'T USE THE PEPPERS AND USED MILD ROTEL FOR THE CANNED TOM. AND GROUND TURKEY....DELICIOUS!!!  SERVED IT A PARTY, EVERYONE LOVED IT, AND YOU WOULD NEVER KNOW THEIR IS PUMPKIN IN IT!"
47,15805,Bruschetta Chicken,sp_aUSaElGf_15805_c_112489,u_1oKVbJOwTvqMR6EedYTkYyJ5q2F,ghammang,1,2021-06-03 10:41:43,0,0,0,5,100,Absolutely will make again! And easy to make.
47,15805,Bruschetta Chicken,sp_aUSaElGf_15805_c_112104,u_1oKVbIHruBDKX5VYSzYAzERKaeZ,Koots,1,2021-06-03 10:41:43,0,0,0,5,100,"Absolutely outstanding, It's all I could think about today"
48,9739,Best Ever Potato Soup,sp_aUSaElGf_9739_c_112219,u_1oKVdDBkslBx7cDE6Hbz1W0Ziiu,melody_stino,1,2021-06-03 10:41:43,0,0,0,5,100,"Absolutely perfect! I've made this countless times and it is always a hit, especially on cold winter nights. It doesn't take that long to make it and there are a few hacks to making it even quicker. I've used bacon pieces and frozen cubed potatoes before and it still turned out good!"
52,27434,Asian Chicken Thighs,sp_aUSaElGf_27434_c_112767,u_1oKVag4HKqf3pT9hNudboDqKXF4,dancingfool,1,2021-06-03 10:41:43,0,0,0,5,100,Absolutely wonderful!!!  Will definitely make again!!!
55,38550,Special Banana Nut Bread,sp_aUSaElGf_38550_c_112426,u_1oKVj6tKJuopmf11AJtG0VsAY4G,chsteachermom,1,2021-06-03 10:41:43,0,0,0,5,100,Absolutely the best! Love that it makes 2 loaves. I always keep one for my family and give one away. Haven't found anyone that doesn't love this!
73,41095,Contest-Winning New England Clam Chowder,sp_aUSaElGf_41095_c_112060,u_1oKVb3oC9QR5uDI8OqeaPncMtBe,cmfisher,1,2021-06-03 10:41:43,0,0,0,5,100,absolutely great....even husband and grandson loved it!
73,41095,Contest-Winning New England Clam Chowder,sp_aUSaElGf_41095_c_112242,u_1oKVdgFf6NQJh2TvD6YUZ3G9PVt,Calvin984,1,2021-06-03 10:41:43,0,0,0,5,100,"Absolutely Outstanding!  Will make this over and over. Made a few changes due to personal preference or because what I had on hand. Used reg. Hickory Smoked Bacon. Used a Vadalia onion, added 2 carrots, sliced, used black pepper, added 1 Knorr homestyle chicken concentrate and reduced chicken bouillon to 1 tsp, probably would omit bouillon all together next time. Used 4 cans of Snow's minced clams, drained and used juice in place of bottled clam juice.  Sauted carrots with onion and celery.  Gave a bowl to my next door neighbors and 5 mins later they called and said this was ""Fine Dining, Restraunt Quality""."
82,18274,Ravioli Lasagna,sp_aUSaElGf_18274_c_112012,u_1oKVakfYCgfVuJgJskIe58dCnCz,ferryal,10,2021-06-03 10:41:43,0,0,0,5,100,"Absolutely FANTASTIC!  This recipe is so versatile that can be altered with different ingredients according to ones liking.  I made it for dinner last night & my husband kept on raving about it. Here are my changes, used ground turkey (dietary restrictions) instead of beef, portobello mushroom ravioli & low fat shredded Italian blend cheese, little Romano cheese, Tuscan herb mixture.  Cooked the ground turkey then added the pasta sauce to it in the same pot. Followed the recipe from there & sprinkled 2 tablespoons of grated Romano cheese on top.  I made this yesterday morning and left it in the fridge, brought it to room temp. 2 hours before baking.  Frankly, I rather make this than lasagna, since its easier, lighter & tastier.  Patricia, thank you so much for sharing your wonderful recipe.  This is a keeper in my recipe file."
87,11330,Twice-Baked Potato Casserole,sp_aUSaElGf_11330_c_111886,u_1oKVZzf5bOa3BkbUejE21lfOMI3,hunter6295,1,2021-06-03 10:41:43,0,0,0,0,100,ABSOLUTELY FABULOUS!!  I made these for Christmas one year and people still rave over them.
1,14299,Creamy White Chili,sp_aUSaElGf_14299_c_111001,u_1oKVZcI3RSRLsVlk4mApTV64MWc,LizCav,1,2021-06-03 10:41:44,0,0,0,5,100,"Absolutely amazing. I've made this dozens of times. We even served it at my sister's wedding! I've never had anyone who tried it, not like it. I've won 3 chili cook-offs with this recipe! The only requirement... french bread with butter is an absolute must for this soup. I won't serve it without it. No cornbread for this chili!"
1,14299,Creamy White Chili,sp_aUSaElGf_14299_c_111008,u_1oKVdNhTziXdEloWxr8EyDu7roq,mg3works4me,1,2021-06-03 10:41:44,0,0,0,5,100,"Absolutely AWESOME! I've been making this since I first saw it in the magazine years ago. I've sometimes used pinto beans instead of white beans to save money, and adjusted the heat level depending on who would be eating it, but I always have people beg for the recipe!"
2,3309,Best Ever Banana Bread,sp_aUSaElGf_3309_c_113279,u_1oKVoYrFE9jwvNmsLMHD5fDBM97,JAF1997,1,2021-06-03 10:41:44,0,0,0,5,100,"After 30yrs. of using the same banana bread recipe I've switched to this recipe.  My daughters agree with me.  This is the ""Best-Ever Banana Bread"".   Except for adding a teaspoon of banana flavoring we followed the recipe exactly.It was so quick & easy, I didn't even need the mixer.  Only a measuring cup, bowl & wisk."
3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_112120,u_1oKVbHYs3zf7tSOe7GnMF0lm4o8,Guest48565151,1,2021-06-03 10:41:44,0,0,0,5,100,Absolutely love this recipe.  So quick and easy to make.  YUMMMMMMMYYYYY
3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_111410,u_1oKVa5xsMFsaR60Veks5mncJNRp,shellakers,1,2021-06-03 10:41:44,0,0,0,5,100,ABSOLUTELY delicious!  This is my family's new favorite soup!  I didn't have celery either and it was still so tasty!  I added 1 tsp oregano and 1 tsp thyme for extra flavor:-)
10,2912,Zucchini Pizza Casserole,sp_aUSaElGf_2912_c_112607,u_1oKVrxajYcbp6iqI739ntez63wN,Josie456,1,2021-06-03 10:41:44,0,0,0,3,100,Actually tastes even better the next day as a leftover
14,7178,Zucchini Cupcake,sp_aUSaElGf_7178_c_113248,u_1oKVaLDEOqvfPeO0oCipaQ6II2g,colleyho,1,2021-06-03 10:41:44,0,0,0,5,100,"After an abundant supply of zucchini I made these cupcakes several times this summer. Some went to work and many stayed home. I got rave reviews for these and even several requests for the recipe. As a TOH field editor I would highly recommend this recipe. It is an exceptionally easy recipe to make, the cupcakes were delicious and the icing was good also. If you wish to speed the icing process up a bit you can place the cooked part in ice and use an electric mixer. This way you can get to the finished product sooner. I froze several packets of zucchini premeasured just to make these in the winter. Try these you won't be dissapointed."
34,19201,Peanut Butter Chocolate Dessert,sp_aUSaElGf_19201_c_110997,u_1oKVnSPtZiCkyVVshC5DyjN60JV,candy10candace,1,2021-06-03 10:41:44,0,1,0,5,193,Absolutely Beautiful....gushing with flavour and such a strong taste of beauty!
41,35948,Caramel-Pecan Cheesecake Pie,sp_aUSaElGf_35948_c_113379,u_1oKVhfVdL51ZVMdr3MPzO9VM7p2,Teri46219,1,2021-06-03 10:41:44,0,0,0,5,100,"After one bite, family members were raving ""Awesome!"" and ""Wonderful!"" and ""Delicious""! The only negative thing I can say is that I only made one pie, instead of two, to take to Thanksgiving dinner. Next time I'll know. ;)  A huge thanks to whoever created this recipe - it's now added to our ever-growing ""must-haves"" for family gatherings. Super simple - simply delicious!"
53,3143,Pumpkin Bars,sp_aUSaElGf_3143_c_111155,u_1oKVZnBxXbc2VsrwOh2KPxJwVJC,ivypoet,1,2021-06-03 10:41:44,0,0,0,5,100,"Absolutely delicious and a complete hit when I made them to take to a party! I had to double the icing though.I'd like to find a substitute for the vegetable oil, as one cup seems like an awful lot."
87,11330,Twice-Baked Potato Casserole,sp_aUSaElGf_11330_c_113184,u_1oKVjdaNsv4uvMWfcsHXsBw9Plj,dbausman,1,2021-06-03 10:41:44,0,0,0,5,100,Added chives and sprinkled with garlic salt!  Excellent!
96,3290,Brown Sugar Oatmeal Pancakes,sp_aUSaElGf_3290_c_113185,u_1oKVjc8UzWmJZSeidhmHqxO3WkB,CatJackNed,1,2021-06-03 10:41:44,0,0,0,4,100,Added cinnamon & nutmeg like others.  A little water because batter was so thick too.  But it is nice to eat a substantial pancake and not one that is tasteless.  Have made it twice.  So hearty and good!
1,14299,Creamy White Chili,sp_aUSaElGf_14299_c_110256,u_1oKVZnWOOL1b7qdJi9GobvcIE4i,ezondii,1,2021-06-03 10:41:45,0,0,0,0,100,"a slight addition of smoked paprika really made this recipe ""pop""   very good stuff - thanks"
2,3309,Best Ever Banana Bread,sp_aUSaElGf_3309_c_110973,u_1oKVmMJVVR3O5DCNGs5os72Xaky,Ashleyri05,1,2021-06-03 10:41:45,0,0,0,5,100,Absolutely amazing!! I always make mini loafs to share the deliciousness :) thank you for sharing!
4,17826,Amish Breakfast Casserole,sp_aUSaElGf_17826_c_111363,u_1oKVbOFf7jQN4RQXzZUWTUpgSna,blondentexan,1,2021-06-03 10:41:45,0,0,0,5,100,Absolutely delicious! A family favourite.
6,21444,Favorite Chicken Potpie,sp_aUSaElGf_21444_c_110592,u_1oKVrNoYP7cVjPfnhlvlZxgCfpx,tweety66,1,2021-06-03 10:41:45,0,0,0,5,100,a very yummy comfort food
9,42083,Enchilada Casser-Ole!,sp_aUSaElGf_42083_c_110897,u_1oKVi2ZW9bQgfvv7T0K6xZZWwOm,drened,1,2021-06-03 10:41:45,0,0,0,0,100,"Absolutely a wonderful casserole-easy to make, easy to eat."
28,12734,Cheesy Ham Chowder,sp_aUSaElGf_12734_c_111892,u_1oKVa4wOdQemY3NLBcjMkynDfzM,ahboik,1,2021-06-03 10:41:45,0,0,0,5,100,Absolutely delish! Wonderful cheesy ham flavor. Creamy and soothing to the palate. A sure keeper that I will make consistently!
30,39549,Forgotten Jambalaya,sp_aUSaElGf_39549_c_110733,u_1oKVal4Q2cbNZJIzsvRbxqKDsF2,SRAdair,1,2021-06-03 10:41:45,0,0,0,5,100,"A wonderful recipe! I was short on time and made this in my Instant Pot. Served over brown rice.  It turned out great! Definitely will fix this again and sharing with foodie friends! Second time: Again, in the Instant Pot. This time I sauted the onion, green pepper, celery for a few minutes then added spices and garlic  and cooked about a minute, then added chicken and sausage stirred a bit, then added all the other ingredients. Then cooked on the slow cooker setting for 2-1/2 hours, added shrimp and cooked another half hour. I love this recipe. So easy."
30,39549,Forgotten Jambalaya,sp_aUSaElGf_39549_c_111347,u_1oKVbEhAaNCbQZbOxRwpJJoHwQO,kimwilliams30,1,2021-06-03 10:41:45,0,0,0,5,100,absolutely amazing... great with and without the shrimp
44,31278,Corn Pudding,sp_aUSaElGf_31278_c_110456,u_1oKVa2KqaJexUwPElqCI7OVfXKC,Jaroburk,1,2021-06-03 10:41:45,0,0,0,4,100,"A very pleasing side dish to complete a meal. Because quite a few of the comments mentioned the dish being sweet I cut the sugar down to 1/3 cup, and I would probably use only 1/4 in the future."
45,41384,Black Bean ‘n’ Pumpkin Chili,sp_aUSaElGf_41384_c_110504,u_1oKVaBrGl7vP4aSvSfKOdhFuguK,graciemom,1,2021-06-03 10:41:45,0,0,0,5,100,"A very easy recipe to follow -- and one I make with very few changes -- no yellow pepper but the canned tomatoes are fire roasted and use 1 lb browned ground turkey (more 'chili like'). A definite keeper and one for those cold, rainy/snowy nights, served with fritoes on top!"
52,27434,Asian Chicken Thighs,sp_aUSaElGf_27434_c_109604,u_1oKVZkhWjzNky81Nm6iNrHAwX7j,stenaebil,1,2021-06-03 10:41:45,0,0,0,5,100,A huge hit with my picky kids.
69,39545,White Bean Chicken Chili,sp_aUSaElGf_39545_c_113321,u_1oKVa8znNNUFuAjEEFKHpaxvjDE,marciedarciestuff,1,2021-06-03 10:41:45,0,0,0,3,100,After all the 5 star reviews I expected more. It was easy and tasted good but it wasn't some amazing recipe. I would make it again but I am not putting it on my regular dinner menu.
71,12259,Banana Bars with Cream Cheese Frosting,sp_aUSaElGf_12259_c_110795,u_1oKVpBs6fYsWRaXrmXsHHqYfIZp,deej0619,1,2021-06-03 10:41:45,0,0,0,5,100,A+ recipe; this is hands down my two adult nieces favorite!  Highly recommend...
73,41095,Contest-Winning New England Clam Chowder,sp_aUSaElGf_41095_c_110974,u_1oKVmRa0HWKtX4cd3bwg424t7fs,bmhunter,1,2021-06-03 10:41:45,0,0,0,5,100,Absolutely amazing. I'll be making this for years to come.
93,42873,Teriyaki Chicken Thighs,sp_aUSaElGf_42873_c_113371,u_1oKVhIiRboKJI5CllfCLCMGLqqn,AMOF,1,2021-06-03 10:41:45,0,0,0,5,100,"After eating a lot of dry chicken in college, I was done with chicken.  Every once in a while I would try a chicken dish and NO I did not like chicken.  But, 5 years after college I gave this recipe a try and LOVED it.  SOOOOO GOOD! I forgot I was eating chicken. :)"
3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_111856,u_1oKVoyrjIGpIgb6pynTGlj4GmaI,1Reddog,1,2021-06-03 10:41:46,0,0,0,5,100,"Absolutely delicious. I didn't have enough chicken broth, which is unusual for my house, so I used beef broth instead and it was delicious. My son who usually complains if I put celery in anything ate 2 big bowls and didn't even notice (I diced it very small). Thank you for sharing!!!"
3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_111940,u_1oKVaKzorMbUpBVlR2AbR1HvYIT,4my3kids,1,2021-06-03 10:41:46,0,0,0,5,100,"Absolutely Fantastic!! Followed the recipe exactly, it was really delicious.  Definitely will make again."
6,21444,Favorite Chicken Potpie,sp_aUSaElGf_21444_c_112007,u_1oKVakfYCgfVuJgJskIe58dCnCz,ferryal,10,2021-06-03 10:41:46,0,0,0,5,100,"Absolutely FANTASTIC!  This is the best recipe for Chicken Potpie and much rather use the amount of butter in this recipe than canned cream soups, which most potpie recipes use.  I halved the recipe & followed the recipe exactly.  However, right before putting it in the oven I brushed the top crust with egg wash.  Karen, THANK YOU so much for sharing your recipe with us all."
17,36450,Fluffy Key Lime Pie,sp_aUSaElGf_36450_c_111472,u_1oKVaZeaYJA3dxMIt0j45YXrOia,lisa1209,1,2021-06-03 10:41:46,0,0,0,5,100,Absolutely Delicious! It was SO easy to make and turned out just perfect. DEFINITELY will make this over and over!
28,12734,Cheesy Ham Chowder,sp_aUSaElGf_12734_c_111396,u_1oKVsMITisFULeFuX1ahk5mqpSh,LilLindy626,1,2021-06-03 10:41:46,0,0,0,5,100,Absolutely delicious!  Whole family enjoyed it.  It reheats very well.
29,3058,Winning Apple Crisp,sp_aUSaElGf_3058_c_111737,u_1oKVl4xpyDFq0AUDYn5H92UtrBd,tknight714,1,2021-06-03 10:41:46,0,0,0,5,100,"Absolutely delicous! It was a hit with everyone. I made it as the the recipe stated and it was great. We liked the chewy, crispy topping but would have liked more of it. I will double that part when I make it again."
32,17310,Seafood Lasagna,sp_aUSaElGf_17310_c_111397,u_1oKVsVRjbTQqRk8rkMAkneQA4ee,DianaMaurice,1,2021-06-03 10:41:46,0,1,0,5,193,ABSOLUTELY DELICIOUS! I MADE IT INSTEAD OF MY USUAL RECIPE AND IT WAS AWESOME. WOULD MAKE A GREAT SOUP ALSO. BEST ONLINE RECIPE I HAVE EVER MADE!
34,19201,Peanut Butter Chocolate Dessert,sp_aUSaElGf_19201_c_109740,u_1oKVaYrTpdBrKQyuDiw5tioUAw2,amber_t619er,1,2021-06-03 10:41:46,0,1,0,3,193,"A little too sweet/rich for our taste, but it is good."
44,31278,Corn Pudding,sp_aUSaElGf_31278_c_111935,u_1oKVaETVU6viwBGp1b9Qtnm63iz,GlenFlaherty,1,2021-06-03 10:41:46,0,0,0,5,100,Absolutely fabulous. Made it exactly as the recipe statedand it was gone in minutes.
87,11330,Twice-Baked Potato Casserole,sp_aUSaElGf_11330_c_111867,u_1oKVpLmUzAOlYmOKTh10E8hbJEd,tinker99,1,2021-06-03 10:41:46,0,0,0,5,100,"Absolutely delicious. Instead of layering, I just laid all the potatoes in the dish and spread the sour cream over the potatoes, sprinkled onion and bacon, salted and peppered, then sprinkled cheeses on the top. Came out great! Definitely a new family favorite."
87,11330,Twice-Baked Potato Casserole,sp_aUSaElGf_11330_c_111400,u_1oKVjcVXkzB7VBJkvRtV27faIiL,vtmoose11,1,2021-06-03 10:41:46,0,0,0,5,100,Absolutely delicious! Have made this numerous times and the compliments just keep coming in! So many savory flavors in one dish. Comfort food at its very best.
1,14299,Creamy White Chili,sp_aUSaElGf_14299_c_112072,u_1oKVbAq9FTjOf9eyO3EHMVaxyhy,Lwurgler,1,2021-06-03 10:41:47,0,0,1,0,100,Absolutely horrible. I'm a great cook and this turned out terrible. I even added things to help it and it was terrible! I'm entering a chili contest tomorrow and this will definitely notgo in.
3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_112551,u_1oKVacfnjKOsKhFVeeLhgWrXpJi,jaybabe_123,1,2021-06-03 10:41:47,0,0,0,5,100,Absolutely wonderful.  My entire family loves this recipe and it will become a staple in my list of menu options.
13,32480,Basic Homemade Bread,sp_aUSaElGf_32480_c_112017,u_1oKVaqInnFtGEcvgqbGie8sdsHB,WhitneyNoel,1,2021-06-03 10:41:47,0,0,0,5,100,"Absolutely love this recipe!  I have made it several times now.  My husband and I have stopped buying bread and only eat what I make :)Linda that posted Nov 15, 2016...The olive oil will make it salty and taste a little weird.  I would recommend using either canola or vegetable oil (corn oil may also work, but haven't tried it).  As long as you use the right type of oil one tablespoon of salt is perfect.  I also like to grease the bowl and pans with Un salted butter. It adds a nice slight butter taste."
15,10252,Li’l Cheddar Meat Loaves,sp_aUSaElGf_10252_c_114205,u_1oKVcYz2G9S6DtvP3vWYIZkSj0k,kafaughn,1,2021-06-03 10:41:47,0,0,0,5,100,"Also, I bake these on a wire rack placed in a 9x13 baking dish.  That way the fat drips off the meat into the pan below."
16,41101,Rustic Italian Tortellini Soup,sp_aUSaElGf_41101_c_111923,u_1oKVaJ7GvAU1QXqonw18v3sWciV,slrican,1,2021-06-03 10:41:47,0,0,0,5,100,"Absolutely fabulous! I used ""hot"" turkey sausage - I loved the pep this soup had."
25,23222,Baked Mushroom Chicken,sp_aUSaElGf_23222_c_110047,u_1oKVav9gExynsWniFBwd729McO8,debnbrian,1,2021-06-03 10:41:47,0,0,0,5,100,"A meal rarely gets rated as excellent by everyone; very good yes, but not very often an excellent. This one recipe received an excellent rating from all 4 family members."
39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_112248,u_1oKVdrMltpao94qgPnv20viABcq,kbnp,1,2021-06-03 10:41:47,0,0,0,5,100,"Absolutely scrumptious without changing a thing. Highly recommend. Have to have again, soon!"
42,10248,Garlic Beef Enchiladas,sp_aUSaElGf_10248_c_112027,u_1oKVavsrtSP5OdVlfbIpXr4flvo,Ireen,1,2021-06-03 10:41:47,0,0,0,5,100,Absolutely love it! My family loved it! It was a hit! I followed everything step by step...delicious!  Thank you for this recipe. Definitely a keeper.
71,12259,Banana Bars with Cream Cheese Frosting,sp_aUSaElGf_12259_c_112367,u_1oKVeqKBgDGNigxZuFfkVbOZuUt,redednpam,1,2021-06-03 10:41:47,0,0,0,5,100,Absolutely the best banana bars ever!!  These were a huge hit with my family!
74,26937,Pineapple Pudding Cake,sp_aUSaElGf_26937_c_114198,u_1oKVdVhImOgcMaiAB9iZUKsIAid,JulesK,1,2021-06-03 10:41:47,0,1,0,5,193,Also used a regular cake mix.
74,26937,Pineapple Pudding Cake,sp_aUSaElGf_26937_c_110451,u_1oKVlEK0Zh4CEvJx5ce3M8r5mRT,joanne731,1,2021-06-03 10:41:47,0,0,0,5,100,"A simple ,easy cake to make,that is very yummy"
76,46655,Chocolate-Strawberry Celebration Cake,sp_aUSaElGf_46655_c_112112,u_1oKVbEDYNuPdzPUmblGxzy2jUKc,dedaniel,1,2021-06-03 10:41:47,0,0,0,5,100,"Absolutely fun and fantastic yummy. Did not follow frosting recipe, felt it was too much butter.  Used a chocolate butter cream recipe that used 6 tablespoons.  Just as good!  Will definitely make this again."
3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_110551,u_1oKVpWxKOZII17WBj8AmyEymS2F,Kmoore9035,1,2021-06-03 10:41:48,0,0,0,5,100,A staple in our home.  Freezes well and everyone loves it!
3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_112530,u_1oKVoThfSOegVRZfpLqCeuLTiSC,TrinitySnowberger,1,2021-06-03 10:41:48,0,0,0,5,100,Absoultely sensational. I LOVE this soup. And I am not a big soup eater.
11,12003,Traditional Lasagna,sp_aUSaElGf_12003_c_112293,u_1oKVdMll0mUeJgZduBgP7hH2TLA,Guest7752,0,2021-06-03 10:41:48,0,4,0,5,329,"Absolutely the best lasagne I have ever eaten. Hands down, will never make another recipe....truly fantastic!"
14,7178,Zucchini Cupcake,sp_aUSaElGf_7178_c_112258,u_1oKVbmHDCK2MBpqtv6GB3529Nw7,maggieaw,1,2021-06-03 10:41:48,0,0,0,5,100,"Absolutely scrumptious! I am with the reviewer Sillygirl- I do not peel or seed my zucchini or squeeze out moisture. I used a smallish tender zucchini. The cupcakes turned out beautifully. I wasnt sure about the frosting either, although it turned out ok and tasted Outrageously fabulous- next time I will add cream cheese and more confectioners sugar to make the frosting more fluffy but still have that fabulous carmel taste! The flavors are the best! Great recipe find! Thanks- Loved it!"
15,10252,Li’l Cheddar Meat Loaves,sp_aUSaElGf_10252_c_114540,u_1oKVejbWXrenUgBjClBR2pTRn6b,AppleLili,1,2021-06-03 10:41:48,0,0,0,5,100,Always keep a stock in my freezer. Quick to make. Add cilantro and try different cheeses. It is unbelievable! Thanks!
17,36450,Fluffy Key Lime Pie,sp_aUSaElGf_36450_c_112762,u_1oKVlX21Bc21nO0vvpxctdzqq5i,meledstick,1,2021-06-03 10:41:48,0,1,0,4,193,"Actually key lime juice is yellow, not green and the limes themselves are more a yellow color.  They're a lot different than regular limes.  But that is neither here nor there, this is a very simple recipe for a nice treat, especially for diabetics.  I've had this and it's tasty!"
23,14600,Buttery Cornbread,sp_aUSaElGf_14600_c_110365,u_1oKVbGq79QKKQo0hpweDqjyRbhg,libraryfan31,1,2021-06-03 10:41:48,0,0,0,5,100,"A simple, delicious recipe. I've made it twice, and will make it many more times to come!"
26,386,Hot Milk Cake,sp_aUSaElGf_386_c_114530,u_1oKVZfPfAjHBTg3w5dVHbNyXh0J,Summy,1,2021-06-03 10:41:48,0,0,0,5,100,"Always requested by my children for their birthdays since it first came out in TOH in 1993. Truly delicious, especially hot out of the oven. I look forward to making it for my grandchildren someday. If you're looking for something especially sweet, this isn't it. To me, this is more like the flavor of a shortbread cookie. Great with a hot cup of tea, as one reviewer commented."
43,33457,Chunky Apple Cake,sp_aUSaElGf_33457_c_112346,u_1oKVejPVjG4Mfg2VgJAuCTrADZE,Travelinbarb,1,2021-06-03 10:41:48,0,1,0,5,193,Absolutely the perfect dessert- easy to make and delicious to eat! A definite keeper!
46,18345,Simple Au Gratin Potatoes,sp_aUSaElGf_18345_c_114536,u_1oKVefbG9nucf5Syr4rM7lEvxVx,Jessi617,1,2021-06-03 10:41:48,0,0,0,5,100,Always a big hit in my house!
53,3143,Pumpkin Bars,sp_aUSaElGf_3143_c_112129,u_1oKVanu3z4yEOftvPhDycfFqHv8,dvierzen,1,2021-06-03 10:41:48,0,0,0,5,100,"Absolutely fabulous!!! Moist and delicious, these were amazing!!"
56,27675,Peanut Butter Cup Cheesecake,sp_aUSaElGf_27675_c_110956,u_1oKVlNbk1hVXbHEASbmy07wxrPp,mam-a-5,1,2021-06-03 10:41:48,0,0,0,5,100,"Absolutely Amazing!!!  I made this the morning of Thanksgiving, we ate it that evening.  Pardon the pun, but each bite could've given a heart attack, it is absolutely scrumptious.  Also pretty easy to create as well."
62,1152,Pork Chops with Scalloped Potatoes,sp_aUSaElGf_1152_c_110494,u_1oKVnJsnrmOlXNpDukzBvbNfSNe,JumpRiverGem,1,2021-06-03 10:41:48,0,0,0,5,100,A simple and comforting dish.  Loved it!
66,7752,Chocolate Caramel Candy,sp_aUSaElGf_7752_c_112227,u_1oKVdFYmMnT7KeUbK2XguwfPk6I,ISUMom,1,2021-06-03 10:41:48,0,0,0,5,100,Absolutely Phenomenal!!  WAY better than a snickers bar.  Everyone who has had these always asks when will I make it again?
88,8202,Simple Taco Soup,sp_aUSaElGf_8202_c_112130,u_1oKVbWeXmBfyXQKxTCZuev3wo2V,meancookie,1,2021-06-03 10:41:48,0,0,0,5,100,Absolutely love this recipe!! Got it 17 years ago from a neighbor who made it for a baby shower!!
88,8202,Simple Taco Soup,sp_aUSaElGf_8202_c_112379,u_1oKVepneI3EZXgFU7roB7gLKty0,Cottle85,1,2021-06-03 10:41:48,0,0,0,5,100,"Absolutely loved; quick, very easy will make again!!!"
91,3683,Caramel Heavenlies,sp_aUSaElGf_3683_c_110673,u_1oKVjbTFH40w7G7g4QnAQNRqrxT,mrsohcook,1,2021-06-03 10:41:48,0,0,0,5,100,"A very rich dessert. My grandmother has had a recipe for something similar with graham crackers, the butter sauce and sliced almonds baked like this one that my family has always loved. This one is has the added coconut, marshmallows and cinnamon. I will make it again."
94,8015,Easy Peanut Butter Fudge,sp_aUSaElGf_8015_c_112263,u_1oKVe2YHRAr7yEYTtkWDFO3Ap5Q,MikeDawn00,1,2021-06-03 10:41:48,0,0,0,5,100,"Absolutely the easiest recipe I  have in my book.  Everyone raves about this fudge, every year it is on the Christmas Cookie tray!!"
96,3290,Brown Sugar Oatmeal Pancakes,sp_aUSaElGf_3290_c_110495,u_1oKVnSBXleWm5w66njspvb7MYfE,Blcan,1,2021-06-03 10:41:48,0,0,0,5,100,"A unique spin on pancakes!  Every time I make these for a brunch or breakfast potluck, everyone wants the recipe!"
3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_112877,u_1oKVbVqK3AyjaNSZvWEmOoQomWM,jenneking,1,2021-06-03 10:41:49,0,0,0,4,100,"Added a beer, hot sauce, extra cup of cheddar and chicken broth to give it the kick we wanted.  Served with baguette."
7,12540,Flavorful Chicken Fajitas,sp_aUSaElGf_12540_c_112251,u_1oKVdpiCm5PWrcI5tzfFENJZOfm,wilsedw,1,2021-06-03 10:41:49,0,0,0,5,100,"Absolutely outstanding! These fajitas are better than the ones at my favorite Mexican restaurant. I made the following modifications: tripled the bell pepper/onion and added a coarsely-chopped tomato during the last few minutes of cooking the chicken. I also used heaping measuring spoons of all the spices. Served with sour cream and guacamole salad, there were no leftovers!"
11,12003,Traditional Lasagna,sp_aUSaElGf_12003_c_112398,u_1oKVhib6y8qXh2p0iwRdtNYvaAr,tkwill,1,2021-06-03 10:41:49,0,0,0,5,100,Absolutely wonderful!!
13,32480,Basic Homemade Bread,sp_aUSaElGf_32480_c_112325,u_1oKVeVF7pMVsVsK0pux6Thg1Upi,TONIDykes,1,2021-06-03 10:41:49,0,0,0,5,100,"ABSOLUTELY PERFECT! I have been searching for an easy picture perfect yeast bread recipe for 50 years. The first recipe I tried I threw away the loaf. This is fool proof. AND YES I DID MODIFY, used only 5 cups flour then extra for dusting, only used 2 tsp of salt. If I could add a picture I would. I drove in a thunderstorm to take slices to neighbor because I needed a witness as how wonderful it was ! A man would marry you in a heartbeat if you served this.LOL"
